Protein accession	Protein description	Gene name	Coverage [%]	Peptides	Razor + unique peptides	Unique peptides	Intensity G1	Intensity G2	Intensity G3	G1	G2	G3	G2/G1 Ratio	G3/G1 Ratio	G2/G3 Ratio
A0A8V0ZYM1	1-phosphatidylinositol 4-kinase OS=Gallus gallus OX=9031 GN=PI4KA PE=1 SV=1	PI4KA	1.7	3	3	3.0	16108.4	7141.01	15268.4	1.254619616224287	0.556185047903814	1.1891953358718994	0.4433097017705048	0.9478532939335998	0.46769864556862545
A0A8V0ZYN4	Sulfatase 2 OS=Gallus gallus OX=9031 GN=SULF2 PE=3 SV=1	SULF2	25.29	22	22	22.0	1555620.0	1647450.0	1677800.0	0.9561533087338937	1.0125961150368683	1.0312505762292379	1.0590311258533573	1.078541031871537	0.9819108356180711
A0A8V0ZYN6	Protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase OS=Gallus gallus OX=9031 GN=POMGNT1 PE=3 SV=1	POMGNT1	34.68	17	17	17.0	126305.0	72564.4	159632.0	1.056941479168561	0.6072311014685019	1.335827419362937	0.5745172400142513	1.2638612881516964	0.45457301794126487
A0A8V0ZZ05	Aminopeptidase OS=Gallus gallus OX=9031 GN=NPEPPS PE=1 SV=1	NPEPPS	31.02	29	29	16.0	57158.8	95292.6	50539.6	0.8447487819657029	1.4083274627939169	0.74692375524038	1.6671553636535406	0.8841963092297248	1.8855036446667564
A0A8V0ZZ99	Annexin OS=Gallus gallus OX=9031 GN=ANXA2 PE=1 SV=1	ANXA2	56.73	19	19	19.0	718634.0	525098.0	275383.0	1.4191828795055015	1.036981400354812	0.5438357201396866	0.7306890572948121	0.3832034109157096	1.9067916320179532
A0A8V0ZZG2	E3 ubiquitin-protein ligase OS=Gallus gallus OX=9031 GN=ITCH PE=1 SV=1	ITCH	6.88	6	6	6.0	147763.0	81608.3	129561.0	1.2350212003767842	0.6820921382667429	1.0828866613564732	0.552291845725926	0.8768162530538769	0.6298832210310201
A0A8V0ZZM4	Phosphatidylinositol glycan anchor biosynthesis class U OS=Gallus gallus OX=9031 GN=PIGU PE=1 SV=1	PIGU	1.69	1	1	1.0	208236.0	142558.0	170534.0	1.1983012613939785	0.8203549396924776	0.9813437989135438	0.6845982442997368	0.8189458114831248	0.8359506022259491
A0A8V0ZZN4	Apolipoprotein A-IV OS=Gallus gallus OX=9031 GN=APOA4 PE=1 SV=1	APOA4	40.85	14	14	14.0	146574.0	179652.0	64532.8	1.1253028722577714	1.3792549265685123	0.4954422011737164	1.2256744033730402	0.44027453709389114	2.78388664369127
A0A8V0ZZR6	Elongation factor 1-beta OS=Gallus gallus OX=9031 GN=EEF1B2 PE=1 SV=1	EEF1B2	30.4	6	3	3.0	13668.8	14217.2	18605.2	0.8820249853735761	0.9174123274942356	1.2005626871321886	1.04012056654571	1.3611436263607632	0.7641519575172533
A0A8V0ZZT2	Apolipoprotein AI OS=Gallus gallus OX=9031 GN=APOA1 PE=1 SV=1	APOA1	71.49	18	18	18.0	1002800.0	1361620.0	741687.0	0.968543582046594	1.315106015343322	0.716350402610084	1.357818109293977	0.739616074990028	1.8358418038876236
A0A8V0ZZU1	small monomeric GTPase OS=Gallus gallus OX=9031 GN=RAB5B PE=1 SV=1	RAB5B	21.4	4	1	0.0	24758.2	10615.1	22221.4	1.2896082452031177	0.5529206680475808	1.1574710867493017	0.42875087849682125	0.8975369776478096	0.4776971747954674
A0A8V0ZZU2	Vesicle-fusing ATPase OS=Gallus gallus OX=9031 GN=NSF PE=1 SV=1	NSF	15.71	10	10	10.0	25232.7	38085.9	17204.3	0.9400816413715849	1.418946659894266	0.6409716987341488	1.5093866292548954	0.6818255676166244	2.2137430758589423
A0A8V0ZZZ5	Thy-1 membrane glycoprotein OS=Gallus gallus OX=9031 GN=THY1 PE=1 SV=1	THY1	19.46	3	3	3.0	18686.0	31520.5	34219.6	0.6639889797112504	1.120050553087256	1.2159604672014932	1.6868511184844266	1.8312961575511078	0.9211241510713158
A0A8V1A0A0	Extended synaptotagmin 1 OS=Gallus gallus OX=9031 GN=ESYT1 PE=3 SV=1	ESYT1	1.73	2	2	2.0	4147.3	6731.63		0.762446306759948	1.2375536932400522		1.6231355339618547		
A0A8V1A0B9	threonine--tRNA ligase OS=Gallus gallus OX=9031 GN=TARSL2 PE=1 SV=1	TARSL2	2.29	2	2	2.0		11896.8			1.0				
A0A8V1A0C2	Glutathione S-transferase kappa OS=Gallus gallus OX=9031 GN=GSTK1 PE=1 SV=1	GSTK1	30.66	6	6	6.0	34452.5	79567.3	22907.2	0.7548365187289577	1.7432785352779219	0.5018849459931204	2.30947826717945	0.6648922429431826	3.473462492142209
A0A8V1A0E7	Tetraspanin OS=Gallus gallus OX=9031 GN=CD81 PE=1 SV=1	CD81	13.78	2	2	0.0	23269.5	27753.0	23986.9	0.9306633568592737	1.109980882396073	0.9593557607446535	1.1926771095210469	1.030830056511743	1.1570065327324497
A0A8V1A0N6	Calcium-binding and coiled-coil domain-containing protein 2 OS=Gallus gallus OX=9031 GN=CALCOCO2 PE=1 SV=1	CALCOCO2	1.91	1	1	1.0		6150.26			1.0				
A0A8V1A0Q3	protein-serine/threonine phosphatase OS=Gallus gallus OX=9031 GN=CTDSPL PE=4 SV=1	CTDSPL	4.31	1	1	0.0	6564.44	4212.62	6158.56	1.1628343101699259	0.746229544592994	1.0909361452370805	0.641733339020541	0.9381698972037221	0.6840267854823203
A0A8V1A0R9	Small nuclear ribonucleoprotein Sm D3 OS=Gallus gallus OX=9031 GN=SNRPD3 PE=1 SV=1	SNRPD3	4.67	1	1	1.0	7871.02	10527.5	6027.67	0.9667107313911829	1.292976923539856	0.7403123450689607	1.3375013657696206	0.7658054483408757	1.7465289241116386
A0A8V1A0V3	FACT complex subunit SSRP1 OS=Gallus gallus OX=9031 GN=SSRP1 PE=3 SV=1	SSRP1	1.55	1	1	1.0		3204.73			1.0				
A0A8V1A102	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex OS=Gallus gallus OX=9031 GN=PDHX PE=1 SV=1	PDHX	10.56	5	5	5.0	8796.91	14063.4	2270.1	1.0501511913255694	1.678850444541096	0.27099836413333495	1.5986749892860106	0.2580565221196989	6.19505748645434
A0A8V1A108	Amyloid beta like protein 2 OS=Gallus gallus OX=9031 GN=APLP2 PE=1 SV=1	APLP2	30.63	19	18	18.0	485456.0	710559.0	439454.0	0.890489517074307	1.3034040999859977	0.8061063829396949	1.4636939290069542	0.9052396097689596	1.616913260546041
A0A8V1A144	Sodium/glucose cotransporter 1 OS=Gallus gallus OX=9031 GN=SLC5A1 PE=3 SV=1	SLC5A1	2.19	1	1	1.0		15274.0			1.0				
A0A8V1A181	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4 OS=Gallus gallus OX=9031 GN=NDUFB4 PE=1 SV=1	NDUFB4	13.25	1	1	1.0		6712.2			1.0				
A0A8V1A184	Complement component C8 beta chain OS=Gallus gallus OX=9031 GN=C8B PE=1 SV=1	C8B	6.42	3	3	3.0		9525.54	4979.59		1.3134029133141172	0.6865970866858828			1.9129165252560956
A0A8V1A1A2	alpha-1,2-Mannosidase OS=Gallus gallus OX=9031 GN=EDEM2 PE=3 SV=1	EDEM2	8.6	4	4	4.0	38107.6	34180.9	32040.9	1.0957869977206809	0.9828744342438469	0.9213385680354723	0.8969575622710431	0.8408007851452204	1.0667896344984067
A0A8V1A1C2	IF rod domain-containing protein OS=Gallus gallus OX=9031 GN=KRT10 PE=3 SV=1	KRT10	7.01	4	2	0.0		10378.1			1.0				
A0A8V1A1D2	Tubulin polymerization-promoting protein family member 3 OS=Gallus gallus OX=9031 GN=TPPP3 PE=1 SV=1	TPPP3	5.26	2	2	2.0	37168.3	20259.8	18998.6	1.4589783413388253	0.7952639587997388	0.7457576998614357	0.545082772147233	0.5111506310485009	1.0663838388091755
A0A8V1A1K6	Cadherin domain-containing protein OS=Gallus gallus OX=9031 GN=LOC121106477 PE=4 SV=1	LOC121106477	20.27	12	12	12.0	672523.0	291464.0	473882.0	1.4031660742390302	0.6081165947662825	0.9887173309946873	0.43338889524967916	0.704633150093008	0.6150560688103789
A0A8V1A1Q3	Galactose-3-O-sulfotransferase 2 OS=Gallus gallus OX=9031 GN=GAL3ST4 PE=3 SV=1	GAL3ST4	1.07	1	1	1.0	509558.0	475517.0	657924.0	0.9304168779165416	0.868260418904698	1.20132270317876	0.9331950435475451	1.291166069417024	0.7227536919157836
A0A8V1A1R4	Malectin OS=Gallus gallus OX=9031 GN=MLEC PE=1 SV=1	MLEC	30.58	7	7	7.0	59115.5	52643.6	60101.6	1.0319200375653073	0.9189465654451541	1.0491333969895387	0.8905210985274589	1.0166809043313514	0.8759101255207847
A0A8V1A1S8	Aldehyde oxidase 1 OS=Gallus gallus OX=9031 GN=AOX1 PE=1 SV=1	AOX1	0.91	1	1	0.0		3567.06			1.0				
A0A8V1A1T0	P2X purinoceptor OS=Gallus gallus OX=9031 GN=P2RX7 PE=1 SV=1	P2RX7	1.57	1	1	1.0	34107.0	23930.7	21714.8	1.282981724710824	0.9001862010595278	0.8168320742296479	0.7016360277948809	0.636666959861612	1.1020456094460922
A0A8V1A1X1	Tumor susceptibility 101 OS=Gallus gallus OX=9031 GN=UEVLD PE=4 SV=1	UEVLD	26.3	11	11	11.0	67344.3	59994.9	65797.7	1.046060592253474	0.9319021895867645	1.0220372181597612	0.8908682694749221	0.9770344335006823	0.9118084674692276
A0A8V1A1Z6	Sodium channel protein OS=Gallus gallus OX=9031 GN=LOC395944 PE=3 SV=1	LOC395944	0.37	1	1	1.0	358295.0	122944.0	9158.66	2.1918640476384	0.7521079933374887	0.05602795902411117	0.3431362424817539	0.025561785679398263	13.423797804482316
A0A8V1A229	small monomeric GTPase OS=Gallus gallus OX=9031 GN=RAP1A PE=1 SV=1	RAP1A	32.0	7	7	4.0	856309.0	702968.0	507347.0	1.2430548566163948	1.0204584868848905	0.7364866564987148	0.8209279594165189	0.5924812188123679	1.385576341241793
A0A8V1A273	Xylulose kinase OS=Gallus gallus OX=9031 GN=XYLB PE=1 SV=1	XYLB	3.83	1	1	1.0	14369.7			1.0					
A0A8V1A2F4	Polypeptide N-acetylgalactosaminyltransferase OS=Gallus gallus OX=9031 GN=GALNT11 PE=3 SV=1	GALNT11	1.81	1	1	1.0	19085.1	12034.7	26807.0	0.9884077836165642	0.6232710938632895	1.388321122520146	0.6305809243860394	1.4046035912832524	0.44893871003842284
A0A8V1A2F9	Unconventional myosin-Vb OS=Gallus gallus OX=9031 GN=MYO5B PE=1 SV=1	MYO5B	0.46	1	1	1.0	283893.0	126339.0	356088.0	1.1113881929220168	0.4945936423426245	1.3940181647353587	0.44502330103243126	1.2543035580306665	0.35479712879962255
A0A8V1A2K0	inositol-3-phosphate synthase OS=Gallus gallus OX=9031 GN=ISYNA1 PE=3 SV=1	ISYNA1	1.64	1	1	1.0		16910.9			1.0				
A0A8V1A2P5	Tetraspanin OS=Gallus gallus OX=9031 GN=CD9 PE=1 SV=1	CD9	4.37	1	1	1.0	30660.9	23456.4	42972.6	0.9473972060945578	0.7247839373611468	1.3278188565442954	0.765026466933456	1.4015439859886694	0.545845492243895
A0A8V1A370	Ubiquitin-like modifier-activating enzyme ATG7 OS=Gallus gallus OX=9031 GN=ATG7 PE=3 SV=1	ATG7	1.64	1	1	1.0	2232.44	4302.88		0.6831922537840535	1.3168077462159467		1.9274336600311766		
A0A8V1A3D8	Coatomer subunit gamma OS=Gallus gallus OX=9031 GN=COPG1 PE=1 SV=1	COPG1	15.64	12	12	12.0	25597.1	45751.7	14899.8	0.8903483650749114	1.5913893095076328	0.5182623254174561	1.7873782576932544	0.5820893773122736	3.070625109061867
A0A8V1A3M6	Dynein axonemal assembly factor 1 OS=Gallus gallus OX=9031 GN=DNAAF1 PE=3 SV=1	DNAAF1	4.03	2	2	2.0		3974.49			1.0				
A0A8V1A3U0	Actin-related protein 2/3 complex subunit 3 OS=Gallus gallus OX=9031 GN=ARPC3 PE=1 SV=1	ARPC3	14.15	3	3	3.0	82446.9	137212.0	52486.9	0.9088536365433528	1.5125568720884173	0.5785894913682299	1.6642469274163127	0.6366145967889637	2.614214213451356
A0A8V1A442	glutathione peroxidase OS=Gallus gallus OX=9031 GN=GPX1 PE=1 SV=1	GPX1	40.31	6	6	6.0	74091.4	52721.9	49418.8	1.2612583065173713	0.8974851914038363	0.8412565020787929	0.7115792116224016	0.6669977892171022	1.0668389357896184
A0A8V1A449	Kinesin-like protein OS=Gallus gallus OX=9031 GN=KIF9 PE=3 SV=1	KIF9	5.12	4	4	4.0	20436.2	14646.2	28772.1	0.9601296697961773	0.6881049886852141	1.3517653415186086	0.7166792260792124	1.4078987287264755	0.5090417453018724
A0A8V1A498	Golgin subfamily B member 1-like OS=Gallus gallus OX=9031 GN=LOC415641 PE=4 SV=1	LOC415641	0.54	3	3	3.0	11646.3	19658.8		0.7440512887676449	1.255948711232355		1.6879867425706017		
A0A8V1A4B8	protein-tyrosine-phosphatase OS=Gallus gallus OX=9031 GN=PTPRVP PE=3 SV=1	PTPRVP	2.15	4	4	4.0	64152.2	48460.8	58146.8	1.1270603502697942	0.8513853963286443	1.0215542534015618	0.7554035559185812	0.9063882454537803	0.8334216156349104
A0A8V1A4C6	Calsyntenin 2 OS=Gallus gallus OX=9031 GN=CLSTN2 PE=3 SV=1	CLSTN2	0.97	1	1	1.0	8075.7	11446.5	12110.0	0.7658999374055551	1.0855868387276255	1.1485132238668192	1.4174003491957352	1.4995604096239334	0.9452105697770437
A0A8V1A4F4	Dynein axonemal heavy chain 1 OS=Gallus gallus OX=9031 GN=DNAH1 PE=1 SV=1	DNAH1	7.01	27	26	26.0	52442.5	35835.1	69183.3	0.9991528055536325	0.6827428269494203	1.3181043674969468	0.6833217333269772	1.3192220050531536	0.5179732681152821
A0A8V1A4H0	Thimet oligopeptidase OS=Gallus gallus OX=9031 GN=THOP1 PE=1 SV=1	THOP1	11.99	8	8	8.0	6850.01	15204.8	6915.66	0.7093440320436639	1.5745136340556438	0.7161423339006927	2.2196755917144646	1.009583927614704	2.1986043269912057
A0A8V1A4N7	ATP synthase subunit b OS=Gallus gallus OX=9031 GN=ATP5PB PE=1 SV=1	ATP5PB	24.41	8	8	8.0	37385.3	199205.0	23319.0	0.43151938002987966	2.299321340175207	0.26915927979491305	5.328431228317012	0.6237478367165704	8.542604742913504
A0A8V1A4Q9	Cell cycle associated protein 1 OS=Gallus gallus OX=9031 GN=CAPRIN1 PE=1 SV=1	CAPRIN1	3.42	2	2	2.0		13284.4			1.0				
A0A8V1A4X0	2'-5' oligoadenylate synthase OS=Gallus gallus OX=9031 GN=OASL PE=1 SV=1	OASL	5.23	2	2	2.0	29863.8	13422.9	15101.1	1.534419861683434	0.6896766105248014	0.7759035277917647	0.44947059650814697	0.5056657223796034	0.8888690227864195
A0A8V1A541	Glutathione peroxidase OS=Gallus gallus OX=9031 GN=GPX7 PE=1 SV=1	GPX7	4.98	1	1	1.0		6971.47			1.0				
A0A8V1A555	Nicastrin OS=Gallus gallus OX=9031 GN=NCSTN PE=1 SV=1	NCSTN	7.02	5	5	5.0	31565.7	26755.0	20797.0	1.1969142176782188	1.0145011798876864	0.788584602434095	0.8475972337062063	0.6588480534250784	1.2864836274462663
A0A8V1A577	Proteasome subunit alpha type OS=Gallus gallus OX=9031 GN=PSMA5 PE=1 SV=1	PSMA5	23.57	5	1	1.0		28612.5			1.0				
A0A8V1A582	Proteasome subunit alpha type OS=Gallus gallus OX=9031 GN=PSMA5 PE=1 SV=1	PSMA5	33.04	6	6	6.0	31668.1	69621.3	17091.7	0.8025292888814178	1.764334847370062	0.43313586374852076	2.1984678588232325	0.5397134656010307	4.073398199125892
A0A8V1A5I2	VPS37B subunit of ESCRT-I OS=Gallus gallus OX=9031 GN=VPS37B PE=1 SV=1	VPS37B	13.78	4	4	4.0	92047.2	61788.3	66313.3	1.254340700471681	0.841998230287878	0.903661069240441	0.6712675670742837	0.720427128690498	0.9317633114322467
A0A8V1A5Y9	Phosphoinositide phospholipase C OS=Gallus gallus OX=9031 GN=PLCD1 PE=1 SV=1	PLCD1	6.79	5	5	5.0	33879.5	29867.8	17676.7	1.2482621831401062	1.100454411475732	0.651283405384162	0.8815891615873905	0.5217520919730221	1.6896705833102332
A0A8V1A624	ATP synthase subunit beta OS=Gallus gallus OX=9031 GN=ATP5B PE=1 SV=1	ATP5B	33.21	13	13	13.0	192236.0	691088.0	112123.0	0.5793457612509757	2.0827467459342386	0.3379074928147857	3.594997815185501	0.5832570382238499	6.163659552455785
A0A8V1A653	Metalloproteinase inhibitor 4 OS=Gallus gallus OX=9031 GN=TIMP4 PE=3 SV=1	TIMP4	5.12	1	1	1.0		4520.13	18921.0		0.38565802928442444	1.6143419707155755			0.2388948787061995
A0A8V1A6A3	NOP58 ribonucleoprotein OS=Gallus gallus OX=9031 GN=NOP58 PE=1 SV=1	NOP58	2.44	1	1	1.0	14123.4	9266.1	19462.2	0.9887635729737677	0.6487093860920338	1.3625270409341987	0.6560813968307915	1.3780109605335826	0.4761075315226439
A0A8V1A6B5	Epidermal growth factor receptor substrate 15-like 1 OS=Gallus gallus OX=9031 GN=EPS15L1 PE=1 SV=1	EPS15L1	2.14	2	2	2.0	3393.37	6812.4	5409.73	0.6519234094329351	1.3087765361339694	1.0393000544330953	2.0075618043419965	1.594205760055638	1.259286507829411
A0A8V1A6K9	Dynein axonemal heavy chain 10 OS=Gallus gallus OX=9031 GN=DNAH10 PE=1 SV=1	DNAH10	5.35	23	22	22.0	51880.0	51167.3	59409.4	0.9580398961692561	0.9448788507953196	1.0970812530354241	0.9862625289128759	1.1451310717039322	0.8612660622729738
A0A8V1A6T0	Lysophosphatidylcholine acyltransferase 2 OS=Gallus gallus OX=9031 GN=CAPNS2 PE=1 SV=1	CAPNS2	3.83	3	3	3.0	35639.8	38867.5	32917.7	0.9952934605538748	1.0854316965324644	0.9192748429136606	1.090564481282162	0.923621905846834	1.1807477436151372
A0A8V1A6W7	Integrin subunit alpha 3 OS=Gallus gallus OX=9031 GN=ITGA3 PE=1 SV=1	ITGA3	3.58	3	3	3.0	9703.49	9843.14	6673.37	1.1102391304347827	1.126217391304348	0.7635434782608697	1.0143917291613638	0.6877288480742496	1.474987899666885
A0A8V1A6Y8	Dynein axonemal heavy chain 12 OS=Gallus gallus OX=9031 GN=DNAH12 PE=1 SV=1	DNAH12	5.0	18	17	17.0	80551.1	37960.6	89891.3	1.1595480871196673	0.5464499071510486	1.294002005729284	0.4712611000967087	1.115953723785274	0.42229448233588784
A0A8V1A6Y9	Ovotransferrin OS=Gallus gallus OX=9031 GN=TF PE=1 SV=1	TF	71.31	56	3	3.0	1147500.0	1445730.0	1231460.0	0.9000729470885221	1.1339977880560255	0.9659292648554523	1.2598954248366014	1.0731677559912853	1.1739967193412697
A0A8V1A728	Transmembrane protein 59 OS=Gallus gallus OX=9031 GN=TMEM59 PE=3 SV=1	TMEM59	20.41	5	5	5.0	42315.7	44422.0	43408.2	0.9754214308710454	1.0239738631797084	1.0006047059492462	1.0497758515161042	1.0258178406596135	1.0233550343022748
A0A8V1A745	Receptor expression-enhancing protein OS=Gallus gallus OX=9031 GN=REEP6 PE=3 SV=1	REEP6	7.94	2	2	2.0	20752.8	15277.2		1.1519733555370524	0.8480266444629476		0.7361512663351453		
A0A8V1A758	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 4 OS=Gallus gallus OX=9031 GN=ST6GALNAC4 PE=3 SV=1	ST6GALNAC4	4.32	2	2	2.0	23886.0	8865.12	9655.83	1.6897701909710552	0.6271462578657507	0.6830835511631937	0.37114292891233364	0.40424642049736254	0.9181106129664669
A0A8V1A763	Ras-related protein Rab-25 OS=Gallus gallus OX=9031 GN=RAB25 PE=1 SV=1	RAB25	17.84	4	3	3.0	36280.2	29742.0	28221.0	1.1548907507385149	0.9467632678007538	0.8983459814607314	0.8197859989746473	0.7778623050589578	1.0538960348676518
A0A8V1A767	Calreticulin OS=Gallus gallus OX=9031 GN=CALR3 PE=3 SV=1	CALR3	1.67	1	1	1.0	333955.0	369105.0	299775.0	0.9990327421759313	1.1041846365553656	0.8967826212687032	1.105253701846057	0.8976508811067359	1.2312734550913185
A0A8V1A774	Inter-alpha-trypsin inhibitor heavy chain H3 OS=Gallus gallus OX=9031 GN=ITIH3 PE=1 SV=1	ITIH3	2.63	2	1	1.0	10296.5	8681.72	4213.83	1.3319003710323147	1.1230210352254326	0.5450785937422521	0.8431719516340503	0.4092487738551935	2.0602919434338833
A0A8V1A7C5	Nicalin OS=Gallus gallus OX=9031 GN=NCLN PE=1 SV=1	NCLN	3.56	2	2	0.0	10770.1	11124.4	6311.08	1.145528650713795	1.1832126834477432	0.6712586658384617	1.0328966304862535	0.5859815600597952	1.762677703340791
A0A8V1A7D7	serine--tRNA ligase OS=Gallus gallus OX=9031 GN=SARS1 PE=1 SV=1	SARS1	15.98	7	7	7.0	56861.7	108122.0	36782.8	0.845457992283159	1.6076306027016378	0.5469114050152033	1.9014908101586834	0.6468818202762141	2.939471709603401
A0A8V1A7E1	Inner centromere protein OS=Gallus gallus OX=9031 GN=INCENP PE=3 SV=1	INCENP	2.14	2	2	2.0	30915.7			1.0					
A0A8V1A7M2	Cell division protein kinase 5 OS=Gallus gallus OX=9031 GN=CDK5 PE=1 SV=1	CDK5	10.92	5	5	4.0	18205.7	18617.8	12466.8	1.1080699447964406	1.133151958904693	0.758778096298866	1.0226357679188385	0.6847745486303739	1.4933904450219784
A0A8V1A7R0	Signal transducer and activator of transcription OS=Gallus gallus OX=9031 GN=STAT3 PE=3 SV=1	STAT3	1.84	1	1	1.0	3782.94	2955.67	7494.26	0.7973669400479313	0.6229952216243105	1.5796378383277583	0.781315590519543	1.9810676352255125	0.39439117404520263
A0A8V1A7V4	Small ribosomal subunit protein eS25 OS=Gallus gallus OX=9031 GN=SLC37A4 PE=1 SV=1	SLC37A4	5.16	4	4	4.0	22972.2	68058.0	18223.1	0.6307965068332033	1.8688131159424934	0.5003903772243036	2.9626243894794575	0.7932675146481398	3.734710340172638
A0A8V1A7Y9	isoleucine--tRNA ligase OS=Gallus gallus OX=9031 GN=IARS PE=1 SV=1	IARS	1.5	2	2	0.0	2262.49	11629.9	6445.68	0.333732256797228	1.7154872610822953	0.9507804821204766	5.140310012419945	2.8489319289809023	1.80429372851274
A0A8V1A7Z6	Hypoxia up-regulated protein 1 OS=Gallus gallus OX=9031 PE=1 SV=1	--	35.65	35	35	35.0	308694.0	270649.0	299740.0	1.0534636661157137	0.9236295093864856	1.0229068244978006	0.8767549741815519	0.9709939292632834	0.9029458864349101
A0A8V1A802	Retinoic acid receptor responder protein 2 OS=Gallus gallus OX=9031 GN=RARRES2 PE=1 SV=1	RARRES2	30.32	5	5	5.0	193740.0	198536.0	145981.0	1.0798187482931016	1.1065494735786066	0.8136317781282919	1.0247548260555384	0.7534892123464437	1.360012604380022
A0A8V1A803	MICOS complex subunit MIC25 OS=Gallus gallus OX=9031 GN=CHCHD6 PE=1 SV=1	CHCHD6	8.74	2	2	2.0	12203.5	16974.6	33076.1	0.5880808041867055	0.8179978218337076	1.593921373979587	1.3909616093743598	2.7103781701970746	0.5131983516799139
A0A8V1A840	Sodium/potassium-transporting ATPase subunit alpha OS=Gallus gallus OX=9031 GN=ATP12A PE=3 SV=1	ATP12A	6.5	6	2	2.0	4401.58	5852.25	2318.64	1.0502900384729494	1.3964439764024095	0.5532659851246414	1.3295793783141507	0.5267744764380063	2.524001138598489
A0A8V1A853	Major vault protein OS=Gallus gallus OX=9031 GN=MVP PE=4 SV=1	MVP	19.43	14	14	14.0	54041.4	115611.0	49351.9	0.740278615534033	1.5836812336561428	0.6760401508098243	2.1393043111392376	0.9132239357233527	2.3425845813433726
A0A8V1A8B2	Brevican OS=Gallus gallus OX=9031 GN=BCAN PE=4 SV=1	BCAN	1.65	2	2	2.0	3818.14	11998.8		0.48279123521996037	1.5172087647800396		3.1425772758463544		
A0A8V1A8C9	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 OS=Gallus gallus OX=9031 PE=1 SV=1	--	15.56	10	10	10.0	13663.0	35625.6	15491.0	0.6327454939517996	1.6498527314154454	0.7174017746327548	2.607450779477421	1.1337919929737248	2.299761151636434
A0A8V1A8E4	Transmembrane serine protease 9 OS=Gallus gallus OX=9031 GN=TMPRSS9 PE=1 SV=1	TMPRSS9	3.9	3	3	3.0	36771.6	7581.47	15121.0	1.854838587639958	0.3824256520530712	0.7627357603069708	0.2061773216286482	0.4112140891340056	0.5013868130414655
A0A8V1A8J6	Gamma-interferon-inducible lysosomal thiol reductase OS=Gallus gallus OX=9031 GN=IFI30 PE=1 SV=1	IFI30	12.72	2	2	2.0	130631.0	108164.0	137591.0	1.0411997258133936	0.8621255838421196	1.0966746903444868	0.828011727690977	1.053279849346633	0.7861269995857287
A0A8V1A8L5	Ribonuclease inhibitor OS=Gallus gallus OX=9031 GN=RNH1 PE=1 SV=1	RNH1	7.61	3	3	3.0	10296.4	13980.4	19159.5	0.7111379192058255	0.9655794807568784	1.323282600037296	1.35779495746086	1.8607960063711588	0.7296850126569064
A0A8V1A8M1	Sema domain-containing protein OS=Gallus gallus OX=9031 GN=SEMA3DL PE=3 SV=1	SEMA3DL	30.94	19	19	19.0	471206.0	405561.0	645119.0	0.9288593232344604	0.7994573837987865	1.2716832929667532	0.86068725780232	1.3690806144234158	0.6286607587127335
A0A8V1A8N2	Complement C8 alpha chain OS=Gallus gallus OX=9031 GN=C8A PE=1 SV=1	C8A	6.16	4	4	4.0	6829.35	16975.9	33373.4	0.35831643454331297	0.8906768522866491	1.7510067131700382	2.4857270457657026	4.886760819111628	0.5086655839680704
A0A8V1A8S1	TNF receptor-associated factor OS=Gallus gallus OX=9031 GN=TRAF2 PE=3 SV=1	TRAF2	6.53	3	3	3.0	7685.82	11614.3		0.7964530790482132	1.2035469209517868		1.5111334899854538		
A0A8V1A8Y2	Ectonucleoside triphosphate diphosphohydrolase 8 OS=Gallus gallus OX=9031 GN=ENTPD8 PE=3 SV=1	ENTPD8	5.87	3	3	3.0	711556.0	626738.0	436034.0	1.2030853370966361	1.059676677592869	0.7372379853104951	0.8807992624614225	0.6127894361090344	1.4373603893274376
A0A8V1A907	Argininosuccinate synthase OS=Gallus gallus OX=9031 GN=ASS1 PE=1 SV=1	ASS1	17.52	8	1	1.0	28536.8	35817.2		0.8868695030611927	1.1131304969388072		1.2551232093297076		
A0A8V1A936	Acidic leucine-rich nuclear phosphoprotein 32 family member OS=Gallus gallus OX=9031 GN=ANP32E PE=3 SV=1	ANP32E	4.58	1	1	1.0	4117.08	10116.8		0.5784901938192538	1.4215098061807463		2.4572755448035988		
