Protein.accession	Protein.description	Gene.name	G1	G2	G3	label
A0A8V0ZDV9	Golgi integral membrane protein 4-like OS=Gallus gallus OX=9031 GN=LOC419409 PE=4 SV=1	LOC419409	1.0408234872939	0.578466814181621	1.38070969852447	A0A8V0ZDV9
A0A8V0Y8L6	Exostosin glycosyltransferase 1 OS=Gallus gallus OX=9031 GN=EXT1 PE=3 SV=1	EXT1	1.08866459627329	0.576782608695652	1.33455279503106	A0A8V0Y8L6
A0A8V0XRN3	Nephronectin OS=Gallus gallus OX=9031 GN=NPNT PE=1 SV=1	NPNT	1.09941062870063	0.573896606395054	1.32669276490432	A0A8V0XRN3
A0A8V0XIQ8	Glycoprotein endo-alpha-1,2-mannosidase OS=Gallus gallus OX=9031 GN=MANEA PE=3 SV=1	MANEA	1.10857323381906	0.561995024286222	1.32943174189472	A0A8V0XIQ8
A0A1D5PJN7	Follistatin like 5 OS=Gallus gallus OX=9031 GN=FSTL5 PE=4 SV=1	FSTL5	1.09339736303921	0.561208662837604	1.34539397412319	A0A1D5PJN7
A0A8V0YNC1	DUF4549 domain-containing protein OS=Gallus gallus OX=9031 GN=LOC101748060 PE=1 SV=1	LOC101748060	1.08593661576957	0.55450726315846	1.35955612107197	A0A8V0YNC1
A0A8V1AN12	Matrix metallopeptidase 28 OS=Gallus gallus OX=9031 GN=MMP28 PE=3 SV=1	MMP28	1.06210915968342	0.561329042619992	1.37656179769659	A0A8V1AN12
P07032	Acylphosphatase-1 OS=Gallus gallus OX=9031 GN=ACYP1 PE=1 SV=2	ACYP1	1.04575194130717	0.550307684007806	1.40394037468503	P07032
A0A8V0YS46	Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 1 OS=Gallus gallus OX=9031 GN=NDST1 PE=3 SV=1	NDST1	1.05302796717189	0.547331844396243	1.39964018843187	A0A8V0YS46
A0A8V1AJI2	Tyrosine-protein phosphatase domain-containing protein OS=Gallus gallus OX=9031 PE=4 SV=1	--	0.920093965215691	0.639819031629343	1.44008700315497	A0A8V1AJI2
A0A8V1A3H7	Apolipoprotein F OS=Gallus gallus OX=9031 GN=APOF PE=4 SV=1	APOF	0.922733502848458	0.613051288119065	1.46421520903248	A0A8V1A3H7
A0A8V0Y2Y6	Sushi domain-containing protein OS=Gallus gallus OX=9031 GN=LOC423629 PE=1 SV=1	LOC423629	0.875576294352607	0.621042059718541	1.50338164592885	A0A8V0Y2Y6
A0A8V0YSC2	BPI fold containing family B member 6 OS=Gallus gallus OX=9031 GN=LOC107049084 PE=4 SV=1	LOC107049084	0.882289620485869	0.59805597396361	1.51965440555052	A0A8V0YSC2
A0A8V0X1T3	Cyclin N-terminal domain-containing protein OS=Gallus gallus OX=9031 PE=4 SV=1	--	0.862104635648792	0.600415590314248	1.53747977403696	A0A8V0X1T3
A0A8V0YDD6	Fibronectin OS=Gallus gallus OX=9031 GN=FN1 PE=1 SV=1	FN1	0.893695266301203	0.576234419589883	1.53007031410891	A0A8V0YDD6
Q0PVE4	PAR6B OS=Gallus gallus OX=9031 GN=PARD6B PE=2 SV=1	PARD6B	0.917551826083878	0.543926036079098	1.53852213783702	Q0PVE4
A0A8V1ABC9	Protein kinase C OS=Gallus gallus OX=9031 GN=PRKCA PE=1 SV=1	PRKCA	0.916131514739877	0.539016292133194	1.54485219312693	A0A8V1ABC9
A0A1L1RP76	SH3 domain containing ring finger 2 OS=Gallus gallus OX=9031 GN=SH3RF2 PE=3 SV=2	SH3RF2	0.93161186595304	0.535735081769634	1.53265305227733	A0A1L1RP76
A0A8V0YQ88	Vasorin OS=Gallus gallus OX=9031 GN=VASN PE=1 SV=1	VASN	0.913070081485276	0.529976360454953	1.55695355805977	A0A8V0YQ88
A0A8V1A2Q3	Mab-21 like 3 OS=Gallus gallus OX=9031 GN=MAB21L3 PE=3 SV=1	MAB21L3	1.10067447967884	0.520245959484943	1.37907956083622	A0A8V1A2Q3
A0A8V1A2F9	Unconventional myosin-Vb OS=Gallus gallus OX=9031 GN=MYO5B PE=1 SV=1	MYO5B	1.11138819292202	0.494593642342624	1.39401816473536	A0A8V1A2F9
A0A8V0ZZH6	Ig-like domain-containing protein OS=Gallus gallus OX=9031 PE=1 SV=1	--	1.01196194476357	0.52221830586063	1.4658197493758	A0A8V0ZZH6
A0A8V0ZMD5	Collagen type XI alpha 1 chain OS=Gallus gallus OX=9031 GN=COL11A1 PE=4 SV=1	COL11A1	1.01389117067217	0.518356294592565	1.46775253473526	A0A8V0ZMD5
A0A8V0ZWT8	Beta-microseminoprotein OS=Gallus gallus OX=9031 GN=MSMB PE=3 SV=1	MSMB		0.533395239281589	1.46660476071841	A0A8V0ZWT8
A0A8V0X8Z6	Calponin-homology (CH) domain-containing protein OS=Gallus gallus OX=9031 GN=C1HXORF59 PE=4 SV=1	C1HXORF59	1.05959803776391	0.459381586865495	1.4810203753706	A0A8V0X8Z6
E1BS94	Alpha-L-fucosidase OS=Gallus gallus OX=9031 GN=FUCA2 PE=1 SV=3	FUCA2	1.03055657244175	0.457988682424237	1.51145474513402	E1BS94
A0A8V0YRQ0	BPI fold containing family B member 3 OS=Gallus gallus OX=9031 GN=BPIFB3 PE=1 SV=1	BPIFB3	1.00744272415005	0.432120199191497	1.56043707665845	A0A8V0YRQ0
A0A1D5P0D7	Growth differentiation factor 6 OS=Gallus gallus OX=9031 GN=GDF6 PE=3 SV=3	GDF6	0.799886835205588	0.674627293361788	1.52548587143262	A0A1D5P0D7
A0A8V0YG88	Myosin IB OS=Gallus gallus OX=9031 GN=MYO1B PE=1 SV=1	MYO1B	0.814808080869554	0.656803437321226	1.52838848180922	A0A8V0YG88
A0A8V0XXM5	Arylsulfatase A OS=Gallus gallus OX=9031 GN=ARSA PE=1 SV=1	ARSA	0.835753628167181	0.642825454388268	1.52142091744455	A0A8V0XXM5
A0A8V1A7R0	Signal transducer and activator of transcription OS=Gallus gallus OX=9031 GN=STAT3 PE=3 SV=1	STAT3	0.797366940047931	0.622995221624311	1.57963783832776	A0A8V1A7R0
A0A8V0ZFG7	F-box/LRR-repeat protein 15 OS=Gallus gallus OX=9031 GN=FBXL15 PE=3 SV=1	FBXL15	0.764921401605696	0.625644479514824	1.60943411887948	A0A8V0ZFG7
A0A8V0Z086	GM2 ganglioside activator OS=Gallus gallus OX=9031 GN=GM2A PE=1 SV=1	GM2A	0.78963502272499	0.568939796378082	1.64142518089693	A0A8V0Z086
A0A8V0XTF7	ABI family member 3 binding protein OS=Gallus gallus OX=9031 GN=ABI3BP PE=1 SV=1	ABI3BP	0.752059041960639	0.558362421091719	1.68957853694764	A0A8V0XTF7
A0A8V0XXK8	Collagen type XIV alpha 1 chain OS=Gallus gallus OX=9031 GN=COL14A1 PE=1 SV=1	COL14A1	0.711147277448374	0.572439524583094	1.71641319796853	A0A8V0XXK8
F1NGB8	Exostosin like glycosyltransferase 3 OS=Gallus gallus OX=9031 GN=EXTL3 PE=1 SV=2	EXTL3	0.712413841406904	0.563373076870162	1.72421308172293	F1NGB8
A0A8V0XUJ8	Relaxin family peptide receptor 1 OS=Gallus gallus OX=9031 GN=RXFP1 PE=4 SV=1	RXFP1	0.737231063285647	0.649559531413252	1.6132094053011	A0A8V0XUJ8
A0A8V1A3S8	SRC kinase signaling inhibitor 1 OS=Gallus gallus OX=9031 GN=SRCIN1 PE=4 SV=1	SRCIN1	0.714780228300958	0.634912650947658	1.65030712075138	A0A8V1A3S8
A0A8V0YLX0	V-set and transmembrane domain containing 2 like OS=Gallus gallus OX=9031 GN=VSTM2L PE=4 SV=1	VSTM2L	0.70811480141966	0.627660214299843	1.6642249842805	A0A8V0YLX0
A0A3Q2TT95	von Willebrand factor C domain containing 2 OS=Gallus gallus OX=9031 GN=VWC2 PE=4 SV=1	VWC2	0.658840030664829	0.68026071979841	1.66089924953676	A0A3Q2TT95
A0A8V0XEJ0	Ig-like domain-containing protein OS=Gallus gallus OX=9031 PE=4 SV=1	--	0.660609251390331	0.616481775772012	1.72290897283766	A0A8V0XEJ0
A0A8V0YDT5	protein-tyrosine-phosphatase OS=Gallus gallus OX=9031 GN=PTPRD PE=3 SV=1	PTPRD	0.638171729836998	0.590041170140294	1.77178710002271	A0A8V0YDT5
A0A8V1AG56	Protein Wnt OS=Gallus gallus OX=9031 GN=WNT5A PE=3 SV=1	WNT5A	0.642845746275891	0.57090583745824	1.78624841626587	A0A8V1AG56
A0A8V0YYQ9	LARGE xylosyl- and glucuronyltransferase 1 OS=Gallus gallus OX=9031 GN=LARGE1 PE=3 SV=1	LARGE1	0.593774723955004	0.614390329811325	1.79183494623367	A0A8V0YYQ9
A0A8V0ZIF0	N-acetyl-alpha-glucosaminidase OS=Gallus gallus OX=9031 GN=NAGLU PE=4 SV=1	NAGLU	0.583691838563423	0.717601900932188	1.69870626050439	A0A8V0ZIF0
A0A8V0Y478	Protocadherin gamma subfamily C, 3 OS=Gallus gallus OX=9031 GN=PCDHGC5 PE=4 SV=1	PCDHGC5	0.613016212550523	0.677886254231694	1.70909753321778	A0A8V0Y478
A0A8V0X9N1	2-hydroxyacyl-CoA lyase 2 OS=Gallus gallus OX=9031 GN=ILVBL PE=1 SV=1	ILVBL	0.596050542248049	0.663849647430174	1.74009981032178	A0A8V0X9N1
A0A1D5NZ82	ADAM metallopeptidase with thrombospondin type 1 motif, 10 OS=Gallus gallus OX=9031 GN=ADAMTS10 PE=4 SV=2	ADAMTS10	0.830259914560654	0.473962052298704	1.69577803314064	A0A1D5NZ82
A0A8V0YWW6	von Willebrand factor A domain containing 3A OS=Gallus gallus OX=9031 GN=VWA3A PE=4 SV=1	VWA3A	0.812369470286691	0.46092787979061	1.7267026499227	A0A8V0YWW6
A0A8V0X8D5	MHC BF1 class I OS=Gallus gallus OX=9031 GN=BF1 PE=1 SV=1	BF1	0.797649940736726	0.460194737142079	1.7421553221212	A0A8V0X8D5
A0A8V1AFR2	CO7A1 protein OS=Gallus gallus OX=9031 GN=COL7A1 PE=1 SV=1	COL7A1	0.717924202586779	0.495465906508851	1.78660989090437	A0A8V1AFR2
A0A8V0ZZD4	Ig-like domain-containing protein OS=Gallus gallus OX=9031 PE=4 SV=1	--	0.72600746862129	0.490384810241628	1.78360772113708	A0A8V0ZZD4
A0A8V0Z6Q5	Uncharacterized protein OS=Gallus gallus OX=9031 PE=4 SV=1	--	0.758147533605572	0.468586038462151	1.77326642793228	A0A8V0Z6Q5
A0A8V0Y9F8	Carboxylic ester hydrolase OS=Gallus gallus OX=9031 GN=CES1L2 PE=1 SV=1	CES1L2	0.731724525063729	0.462002998492355	1.80627247644392	A0A8V0Y9F8
R4GM80	Cilia and flagella associated protein 90 OS=Gallus gallus OX=9031 GN=C5orf49 PE=4 SV=1	C5orf49	0.679374383632181	0.475536911379562	1.84508870498826	R4GM80
A0A8V0Y2G8	Ciliary-associated calcium-binding coiled-coil protein 1 OS=Gallus gallus OX=9031 GN=CABCOCO1 PE=4 SV=1	CABCOCO1	0.636096589536554	0.493015195117496	1.87088821534595	A0A8V0Y2G8
A0A8V0Z8V4	Slit guidance ligand 1 OS=Gallus gallus OX=9031 GN=SLIT1 PE=4 SV=1	SLIT1	0.5684361905087	0.514191388774077	1.91737242071722	A0A8V0Z8V4
A0A8V0XJE9	ABI family member 3 binding protein OS=Gallus gallus OX=9031 GN=ABI3BP PE=1 SV=1	ABI3BP	0.545218594674386	0.468345692110756	1.98643571321486	A0A8V0XJE9
A0A8V0XPN5	Small ribosomal subunit protein uS12 OS=Gallus gallus OX=9031 GN=RPS23 PE=1 SV=1	RPS23	0.927244157610199	0.394500094058572	1.67825574833123	A0A8V0XPN5
A0A8V0XG44	SUN domain-containing protein OS=Gallus gallus OX=9031 GN=LOC107050168 PE=4 SV=1	LOC107050168	0.937762325306509	0.384030177175422	1.67820749751807	A0A8V0XG44
A0A8V0YHL6	Cadherin domain-containing protein OS=Gallus gallus OX=9031 PE=4 SV=1	--	0.918612480934245	0.384452075944866	1.69693544312089	A0A8V0YHL6
A0A8V0ZEJ3	SH2 domain containing 6 OS=Gallus gallus OX=9031 GN=SH2D6 PE=4 SV=1	SH2D6	0.887359651644613	0.36219903318643	1.75044131516896	A0A8V0ZEJ3
A0A8V1A9R2	Tyrosine-protein kinase OS=Gallus gallus OX=9031 GN=JAK3 PE=3 SV=1	JAK3	0.876254859098565	0.341653750969774	1.78209138993166	A0A8V1A9R2
F1NJI3	Myelin protein zero like 3 OS=Gallus gallus OX=9031 GN=MPZL3 PE=4 SV=2	MPZL3	1.06549196248287	0.334995609468784	1.59951242804834	F1NJI3
A0A8V1AA32	Complement component 4 binding protein, secretory OS=Gallus gallus OX=9031 GN=C4BPS PE=1 SV=1	C4BPS	1.06682739129088	0.334078946139389	1.59909366256973	A0A8V1AA32
A0A8V0ZHX5	von Willebrand factor A domain containing 2 OS=Gallus gallus OX=9031 GN=VWA2 PE=4 SV=1	VWA2	0.855419873209427	0.311772408290198	1.83280771850038	A0A8V0ZHX5
A0A8V0ZAP0	Golgin A3 OS=Gallus gallus OX=9031 GN=GOLGA3 PE=1 SV=1	GOLGA3	0.804149998882607	0.338880818825843	1.85696918229155	A0A8V0ZAP0
A0A3Q2TTB3	DNA-directed primase/polymerase protein OS=Gallus gallus OX=9031 GN=PRIMPOL PE=1 SV=1	PRIMPOL	0.773444586326587	0.310360629620068	1.91619478405334	A0A3Q2TTB3
A0A8V0ZY91	Potassium voltage-gated channel subfamily KQT member 1 OS=Gallus gallus OX=9031 GN=KCNQ1 PE=3 SV=1	KCNQ1	0.697463071893947	0.356213074316098	1.94632385378995	A0A8V0ZY91
A0A8V0ZSG8	Histone deacetylase OS=Gallus gallus OX=9031 GN=HDAC7 PE=3 SV=1	HDAC7	0.679375142863602	0.308258834936336	2.01236602220006	A0A8V0ZSG8
A0A8V0YYN9	Centrosomal protein kizuna OS=Gallus gallus OX=9031 GN=KIZ PE=3 SV=1	KIZ	1.47711603937043	0.699899433353393	0.822984527276179	A0A8V0YYN9
A0A8V0Z193	ADP-ribosylation factor-like protein 3 OS=Gallus gallus OX=9031 GN=ARL3 PE=1 SV=1	ARL3	1.4868299291427	0.695278935620395	0.817891135236907	A0A8V0Z193
A0A8V0ZUQ1	sulfite oxidase OS=Gallus gallus OX=9031 GN=SUOX PE=3 SV=1	SUOX	1.51023532626495	0.686333712527156	0.803430961207891	A0A8V0ZUQ1
A0A8V0XLB9	Superoxide dismutase OS=Gallus gallus OX=9031 GN=SOD2 PE=1 SV=1	SOD2	1.50080481972038	0.720095198675497	0.779099981604121	A0A8V0XLB9
A0A1L1RQ91	Glucose-6-phosphate isomerase OS=Gallus gallus OX=9031 GN=GPI PE=1 SV=2	GPI	1.51527323908333	0.72863871682495	0.756088044091723	A0A1L1RQ91
A0A8V0ZXT4	Ig-like domain-containing protein OS=Gallus gallus OX=9031 PE=1 SV=1	--	1.51434031474047	0.698289063602201	0.787370621657325	A0A8V0ZXT4
A0A8V0YV52	Cilia and flagella associated protein 99 OS=Gallus gallus OX=9031 GN=CFAP99 PE=4 SV=1	CFAP99	1.53233171010532	0.688221140070213	0.779447149824467	A0A8V0YV52
A0A8V1A4X0	2'-5' oligoadenylate synthase OS=Gallus gallus OX=9031 GN=OASL PE=1 SV=1	OASL	1.53441986168343	0.689676610524801	0.775903527791765	A0A8V1A4X0
A0A8V1A987	Complement factor D OS=Gallus gallus OX=9031 GN=CFD PE=1 SV=1	CFD	1.53474408273424	0.690623930194973	0.774631987070784	A0A8V1A987
A0A8V0Y9J8	MGAT4 family member D OS=Gallus gallus OX=9031 GN=MGAT4D PE=1 SV=1	MGAT4D	1.53852130403705	0.67435331655116	0.787125379411795	A0A8V0Y9J8
A0A8V0YUW8	Toll-like receptor 1 family member B OS=Gallus gallus OX=9031 GN=TLR1B PE=3 SV=1	TLR1B	1.54932785087328	0.678073970341844	0.77259817878488	A0A8V0YUW8
A0A8V0ZFJ4	Tissue factor OS=Gallus gallus OX=9031 GN=F3 PE=1 SV=1	F3	1.55472362393722	0.692396695639433	0.752879680423344	A0A8V0ZFJ4
A0A8V1ADL7	Charged multivesicular body protein 6 OS=Gallus gallus OX=9031 GN=CHMP6 PE=3 SV=1	CHMP6	1.57096430854499	0.641209855631163	0.78782583582385	A0A8V1ADL7
A0A8V0XLP0	Centrosome and spindle pole associated protein 1 OS=Gallus gallus OX=9031 GN=CSPP1 PE=4 SV=1	CSPP1	1.60289005083382	0.62544753482277	0.771662414343414	A0A8V0XLP0
A0A8V1A9W8	Serine/threonine-protein phosphatase 2A activator OS=Gallus gallus OX=9031 GN=PTPA PE=1 SV=1	PTPA	1.57333284854576	0.669009565419596	0.757657586034645	A0A8V1A9W8
A0A8V0Y606	B9 domain-containing protein 2 OS=Gallus gallus OX=9031 GN=TGFB1 PE=3 SV=1	TGFB1	1.58476753565883	0.669500100250393	0.745732364090776	A0A8V0Y606
A0A1L1RWM1	Uncharacterized protein OS=Gallus gallus OX=9031 GN=FAM228 PE=3 SV=1	FAM228	1.5977862904002	0.656923136152765	0.745290573447035	A0A1L1RWM1
A0A8V0YKG4	Copine 3 OS=Gallus gallus OX=9031 GN=CPNE3 PE=1 SV=1	CPNE3	1.59982154687149	0.681051314680861	0.719127138447646	A0A8V0YKG4
A0A8V1A134	TNF receptor superfamily member 6b OS=Gallus gallus OX=9031 GN=TNFRSF6B PE=1 SV=1	TNFRSF6B	1.61778714885841	0.660318266406733	0.721894584734859	A0A8V1A134
A0A8V0XH76	acetyl-CoA C-acetyltransferase OS=Gallus gallus OX=9031 GN=ACAT2 PE=1 SV=1	ACAT2	1.59708533894407	0.57771321916156	0.825201441894368	A0A8V0XH76
A0A8V0X945	Peptidase S1 domain-containing protein OS=Gallus gallus OX=9031 GN=LOC101750376 PE=4 SV=1	LOC101750376	1.64792180189723	0.579995857863608	0.772082340239157	A0A8V0X945
A0A8V0ZJE0	Glutathione S-transferase omega OS=Gallus gallus OX=9031 GN=GSTO2 PE=1 SV=1	GSTO2	1.65147243516403	0.554664761060034	0.793862803775933	A0A8V0ZJE0
A0A8V0ZIM1	Secretogranin-3 OS=Gallus gallus OX=9031 GN=SCG3 PE=1 SV=1	SCG3	1.65230176508789	0.605277751428342	0.742420483483768	A0A8V0ZIM1
F1NVZ6	Dynein 2 intermediate chain 1 OS=Gallus gallus OX=9031 GN=WDR60 PE=4 SV=4	WDR60	1.68873917587339	0.575216482532099	0.736044341594506	F1NVZ6
A0A8V1A758	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 4 OS=Gallus gallus OX=9031 GN=ST6GALNAC4 PE=3 SV=1	ST6GALNAC4	1.68977019097106	0.627146257865751	0.683083551163194	A0A8V1A758
A0A1D5NT70	glutathione transferase OS=Gallus gallus OX=9031 GN=LOC395611 PE=1 SV=1	LOC395611	1.69331834644686	0.617075059323092	0.689606594230049	A0A1D5NT70
A0A8V0ZIS3	Dynein regulatory complex subunit 2 OS=Gallus gallus OX=9031 GN=CCDC65 PE=1 SV=1	CCDC65	1.50759822936157	0.598199462765765	0.894202307872669	A0A8V0ZIS3
Q76KB2	Heparan-sulfate 6-O-sulfotransferase 1 OS=Gallus gallus OX=9031 GN=HS6ST1 PE=1 SV=4	HS6ST1	1.49667430279046	0.588902853222211	0.914422843987325	Q76KB2
A0A8V0Y103	Protocadherin 18 OS=Gallus gallus OX=9031 GN=PCDH18 PE=4 SV=1	PCDH18	1.50355715610175	0.584439313823048	0.9120035300752	A0A8V0Y103
F1NQG5	Ribosomal protein L15 OS=Gallus gallus OX=9031 GN=RPL15 PE=1 SV=2	RPL15	1.54216938916081	0.587388184633912	0.87044242620528	F1NQG5
A0A3Q3ALT4	Uncharacterized protein OS=Gallus gallus OX=9031 GN=ADAP1L PE=4 SV=1	ADAP1L	1.55987354394468	0.580601146823238	0.859525309232082	A0A3Q3ALT4
A0A8V0ZUG8	Bardet-Biedl syndrome 2 OS=Gallus gallus OX=9031 GN=BBS2 PE=4 SV=1	BBS2	1.56676194208992	0.573657272603355	0.859580785306721	A0A8V0ZUG8
A0A8V0ZRU9	Proprotein convertase subtilisin/kexin type 9 OS=Gallus gallus OX=9031 GN=PCSK9 PE=3 SV=1	PCSK9	1.53773052291393	0.569392523941769	0.892876953144303	A0A8V0ZRU9
A0A8V0ZA56	Proprotein convertase subtilisin/kexin type 6 OS=Gallus gallus OX=9031 GN=PCSK6 PE=3 SV=1	PCSK6	1.55222653408809	0.564068855327614	0.8837046105843	A0A8V0ZA56
A0A1D5PNL3	E2 ubiquitin-conjugating enzyme OS=Gallus gallus OX=9031 GN=UBE2N PE=1 SV=1	UBE2N	1.56240057975335	0.561179268678157	0.876420151568495	A0A1D5PNL3
A0A8V0YY70	Tetratricopeptide repeat domain 8 OS=Gallus gallus OX=9031 GN=TTC8 PE=4 SV=1	TTC8	1.48710718468024	0.550716342180224	0.962176473139535	A0A8V0YY70
A0A1D5NZN4	Follistatin like 3 OS=Gallus gallus OX=9031 GN=FSTL3 PE=4 SV=1	FSTL3	1.50049105222293	0.554364537288261	0.945144410488807	A0A1D5NZN4
A0A3Q2TVX1	Kyphoscoliosis peptidase OS=Gallus gallus OX=9031 GN=KY PE=4 SV=1	KY	1.5019822236144	0.534290021339494	0.963727755046105	A0A3Q2TVX1
A0A8V0XA12	Peptidyl-prolyl cis-trans isomerase OS=Gallus gallus OX=9031 GN=PPIC PE=1 SV=1	PPIC	1.50906984956565	0.531941521293877	0.958988629140476	A0A8V0XA12
A0A8V0X6J5	Phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase OS=Gallus gallus OX=9031 GN=TPTE PE=1 SV=1	TPTE	1.52672761746075	0.55358040600575	0.9196919765335	A0A8V0X6J5
A0A8V0XX41	Contactin-5 OS=Gallus gallus OX=9031 GN=CNTN5 PE=3 SV=1	CNTN5	1.4747800640076	0.576260179640431	0.948959756351971	A0A8V0XX41
A0A8V1ALE0	MYCBP associated protein OS=Gallus gallus OX=9031 GN=RSAD1 PE=4 SV=1	RSAD1	1.49576815991268	0.567914921844752	0.936316918242567	A0A8V1ALE0
A0A8V0Y722	Intraflagellar transport protein 56 OS=Gallus gallus OX=9031 GN=TTC26 PE=3 SV=1	TTC26	1.45491109878501	0.568245862936876	0.976843038278112	A0A8V0Y722
A0A8V1ADF1	Fucosyltransferase OS=Gallus gallus OX=9031 GN=FUT6 PE=3 SV=1	FUT6	1.41894361428725	0.581056385712747		A0A8V1ADF1
A0A8V0ZFD5	Translin-associated factor X-interacting protein 1 N-terminal domain-containing protein OS=Gallus gallus OX=9031 GN=TSNAXIP1 PE=4 SV=1	TSNAXIP1	1.42267427042386	0.577325729576137		A0A8V0ZFD5
A0A8V0XT17	Tetratricopeptide repeat protein 29 OS=Gallus gallus OX=9031 GN=TTC29 PE=4 SV=1	TTC29	1.40752944825027	0.552898859728306	1.03957169202142	A0A8V0XT17
A0A8V1AQ96	Cilia- and flagella-associated protein 52 OS=Gallus gallus OX=9031 GN=TBC1D24L PE=1 SV=1	TBC1D24L	1.41676472632369	0.54950954194357	1.03372573173274	A0A8V1AQ96
A0A1D5PNG3	Eukaryotic translation initiation factor 6 OS=Gallus gallus OX=9031 GN=EIF6 PE=1 SV=1	EIF6	1.44288698492537	0.557692450780518	0.999420564294112	A0A1D5PNG3
A0A8V1AJT2	Myeloid derived growth factor OS=Gallus gallus OX=9031 GN=MYDGF PE=4 SV=1	MYDGF	1.42154600341844	0.566067278488017	1.01238671809354	A0A8V1AJT2
A0A8V0YR25	Centrosomal protein 135 OS=Gallus gallus OX=9031 GN=CEP135 PE=1 SV=1	CEP135	1.43465813112583	0.56534186887417		A0A8V0YR25
A0A8V0ZEJ0	Dynein axonemal intermediate chain 3 OS=Gallus gallus OX=9031 GN=WDR63 PE=4 SV=1	WDR63	1.43518661031931	0.564813389680693		A0A8V0ZEJ0
A0A8V0ZEU9	Chromosome 11 open reading frame 16 OS=Gallus gallus OX=9031 GN=C11orf16 PE=4 SV=1	C11orf16	1.44607247361873	0.541003294779042	1.01292423160223	A0A8V0ZEU9
A0A1D5PQV0	Cytoplasmic aconitate hydratase OS=Gallus gallus OX=9031 GN=ACO1 PE=3 SV=1	ACO1	1.45552346229848	0.549695074948276	0.994781462753245	A0A1D5PQV0
A0A8V0XK64	UV excision repair protein RAD23 OS=Gallus gallus OX=9031 GN=RAD23A PE=1 SV=1	RAD23A	1.45022985161478	0.54977014838522		A0A8V0XK64
A0A8V1AD57	Conserved oligomeric Golgi complex subunit 1 OS=Gallus gallus OX=9031 GN=COG1 PE=1 SV=1	COG1	1.45294931873366	0.547050681266336		A0A8V1AD57
A0A8V0YFB8	Cation-transporting ATPase OS=Gallus gallus OX=9031 GN=ATP13A4 PE=3 SV=1	ATP13A4	1.45817538354623	0.527992142915342	1.01383247353842	A0A8V0YFB8
A0A8V0XAN3	SH3 domain-containing YSC84-like protein 1 OS=Gallus gallus OX=9031 GN=SH3YL1 PE=1 SV=1	SH3YL1	1.47231880527222	0.535168903883055	0.99251229084473	A0A8V0XAN3
A0A8V0XKX6	Ig-like domain-containing protein OS=Gallus gallus OX=9031 PE=4 SV=1	--	1.46358529367508	0.536414706324923		A0A8V0XKX6
A0A8V1AFE7	LRRCT domain-containing protein OS=Gallus gallus OX=9031 GN=LRG1 PE=4 SV=1	LRG1	1.61498884456764	0.509088860343001	0.875922295089356	A0A8V1AFE7
A0A1D5NWT9	Piercer of microtubule wall 1 OS=Gallus gallus OX=9031 GN=C9orf116 PE=3 SV=1	C9orf116	1.63973076932526	0.469924879760939	0.8903443509138	A0A1D5NWT9
A0A8V1AJV5	Na(+)/H(+) exchange regulatory cofactor NHE-RF OS=Gallus gallus OX=9031 GN=SLC9A3R1 PE=1 SV=1	SLC9A3R1	1.684792559203	0.483049003236706	0.832158437560299	A0A8V1AJV5
A0A1L1RLC7	Oxidoreductase HTATIP2 OS=Gallus gallus OX=9031 GN=HTATIP2 PE=1 SV=1	HTATIP2	1.5280999095847	0.4719000904153		A0A1L1RLC7
A0A8V0YJI7	non-specific serine/threonine protein kinase OS=Gallus gallus OX=9031 GN=CSNK1E PE=3 SV=1	CSNK1E	1.53660152040887	0.463398479591131		A0A8V0YJI7
A0A8V0ZQ22	Eukaryotic translation initiation factor 4B OS=Gallus gallus OX=9031 GN=EIF4B PE=1 SV=1	EIF4B	1.54098409426916	0.45901590573084		A0A8V0ZQ22
A0A8V0XXP1	Signal transducing adaptor molecule OS=Gallus gallus OX=9031 GN=STAM PE=1 SV=1	STAM	1.55396882242588	0.446031177574117		A0A8V0XXP1
A0A8V0ZLV3	Alpha-amylase OS=Gallus gallus OX=9031 GN=AMY1A PE=1 SV=1	AMY1A	1.68957438008985	0.412289741070153	0.898135878839993	A0A8V0ZLV3
A0A8V1A4P2	Phosphoglucomutase 1 OS=Gallus gallus OX=9031 GN=PGM1 PE=1 SV=1	PGM1	1.71313000515445	0.405838665878833	0.881031328966723	A0A8V1A4P2
A0A8V0ZTX8	Ovostatin OS=Gallus gallus OX=9031 GN=OVSTL PE=1 SV=1	OVSTL	1.67666956098585	0.370197642523704	0.953132796490446	A0A8V0ZTX8
A0A8V0Z4P8	StAR-related lipid transfer protein 9 OS=Gallus gallus OX=9031 GN=STARD9 PE=3 SV=1	STARD9	1.59536112854899	0.334411588132253	1.07022728331876	A0A8V0Z4P8
A0A1L1RWF6	Calponin OS=Gallus gallus OX=9031 GN=CNN3 PE=1 SV=2	CNN3	1.66987879634569	0.330121203654314		A0A1L1RWF6
F1NSM7	Ovocleidin-116 OS=Gallus gallus OX=9031 PE=1 SV=1	--	1.84866385041714	0.319347693068025	0.831988456514832	F1NSM7
